,t1,x1,y1,t2,x2,y2,t3,x3,y3,distance_1,distance_2,distance_3,distance_11,distance_22,distance_33,distance_111,distance_222,distance_333,distance_10,distance_20,distance_30
11,3.297,422.7,941.1,3.297,687.8,587.5,3.297,1040.0,326.6,47.337089052876934,2.7658633371879278,3.8000000000000114,2.692582403567252,7.23394774656278,10.127191120937734,2.549509756796368,11.428035701729366,10.160708636704433,14.329999999999513,909.0099999999989,103.61000000000013
12,3.596,423.9,940.6,3.596,683.9,587.4,3.596,1040.0,325.3,1.2999999999999894,3.90128184062621,1.3000000000000114,48.50742211249739,6.040695324215625,2.5,3.992492955535415,8.459905436823778,10.004498987955369,17.79999999999941,1051.8499999999967,100.36000000000003
13,3.896,411.0,959.7,3.896,684.8,578.0,3.896,1040.0,325.5,23.048210342670867,9.442986815621397,0.19999999999998863,21.973848092675997,9.962429422585638,1.1000000000000227,25.86986664055306,8.820430828479997,2.6999999999999886,378.2600000000027,637.1599999999993,100.64000000000001
14,4.196,423.9,938.8,4.196,684.5,567.4,4.196,1000.0,359.1,24.56053745340283,10.604244433244665,52.239448695406445,1.8000000000000682,20.008997975910738,52.36831102871278,2.594224354214625,20.369094236121562,51.53882032022076,36.15999999999998,435.1299999999977,2083.3600000000024
15,4.496,423.8,937.5,4.496,693.4,570.4,4.496,1040.0,325.6,1.3038404810404818,9.392017887546828,52.175185672884766,25.625768281165783,11.476933388322891,0.10000000000002274,3.1016124838541863,19.474342094150447,0.30000000000001137,53.37999999999934,190.79999999999876,100.81000000000006
16,4.795,421.2,946.8,4.795,689.6,567.7,4.795,1000.0,349.8,9.656603957913946,4.661544808322589,46.75082886965748,8.443340571124674,5.108815909777947,9.300000000000011,16.445364088398957,11.36353818139402,46.80267086395819,9.290000000000052,257.04999999999814,1530.0100000000011
17,5.095,415.8,937.7,5.095,687.0,567.6,5.095,997.7,340.9,10.58158778255882,2.601922366251561,9.192388155425139,8.002499609497024,6.985699678629153,44.98199639855922,8.174350127074277,2.507987240796894,18.344754018519886,109.69999999999854,341.8399999999984,1305.7299999999966
18,5.395,417.6,939.4,5.395,677.6,566.7,5.395,989.4,340.6,2.475883680627951,9.442986815621397,8.305419917138513,8.229216244576358,12.041594578792296,14.03566884761821,6.4845971347493725,16.227445886521945,52.77650992629204,63.96999999999949,756.6499999999965,1901.170000000003
19,5.694,419.3,937.9,5.694,678.1,564.3,5.694,991.0,340.5,2.2671568097509183,2.4515301344263416,1.6031219541881638,3.505709628591617,9.492101980067432,6.711929677819978,9.100549433962739,11.992080720208676,12.941792766073803,65.24999999999959,715.7799999999961,1770.6400000000003
20,5.994,423.2,926.4,5.994,683.4,563.0,5.994,997.7,339.7,12.143310915891094,5.457105459856846,6.747592163134982,14.154857823376384,6.879680225126733,8.348652585896792,13.507405376311219,5.841232746604125,1.1999999999999886,338.6499999999992,458.119999999999,1268.289999999997
21,6.294,427.7,931.0,6.294,685.8,561.0,6.294,1010.0,337.5,6.435060217278484,3.1240998703626444,12.49519907804589,10.870602559196032,8.377350416450218,19.235384061671343,13.136590120727636,9.986490875177296,20.831946620515353,208.07999999999865,363.56000000000006,563.8400000000003
22,6.594,420.6,931.1,6.594,684.1,558.7,6.594,1010.0,329.7,7.100704190430659,2.860069929214941,7.800000000000011,5.371219600798337,4.356604182158355,15.852129194527746,6.923149572268348,8.207313811473215,21.854976549975984,196.09999999999798,443.699999999997,425.0
23,6.893,425.6,940.3,6.893,679.9,566.7,6.893,1010.0,328.4,10.47091209016668,9.035485598461236,1.3000000000000114,9.53414914924237,8.203657720797489,9.100000000000023,14.10567261778039,5.09313263129877,16.702694393420455,24.660000000000096,636.819999999999,413.68999999999994
24,7.193,425.6,946.9,7.193,687.2,568.7,7.193,1020.0,327.5,6.600000000000023,7.56901578806657,10.040418317978586,16.572265988693236,10.469479452198192,10.239140588936161,16.038079685548364,7.826237921249326,14.142135623730951,8.82000000000019,346.96999999999707,107.84000000000006
25,7.493,423.4,949.2,7.493,687.4,568.2,7.493,1020.0,323.1,3.1827660925679906,0.5385164807134251,4.399999999999977,9.167878707749237,7.648529270389178,11.317685275708966,18.31529415543197,10.056838469419686,11.981652640600108,19.370000000000804,334.11999999999944,102.55999999999989
26,7.792,409.8,943.9,7.792,689.5,564.8,7.792,1020.0,324.8,14.59623239058627,3.996248240537706,1.6999999999999886,16.08228839437971,4.527692569068764,2.6999999999999886,16.204937519163735,9.786214794291038,10.628264204469126,188.49999999999963,238.9299999999983,100.01
27,8.092,402.1,943.8,8.092,692.4,562.1,8.092,1020.0,330.9,7.700649323271371,3.962322551231727,6.099999999999966,21.97384809267596,7.887331614684416,7.7999999999999545,23.70358622656074,8.402380615039977,3.3999999999999773,458.959999999999,154.00999999999942,138.43999999999986
28,8.392,409.6,953.1,8.392,692.3,556.0,8.392,1020.0,326.4,11.94738465104398,6.100819617067881,4.5,9.202173656261918,9.2347171044921,1.599999999999966,14.340502083260494,13.14724305700632,3.2999999999999545,262.1000000000005,199.8100000000003,102.88999999999996
29,8.691,412.6,954.8,8.691,688.2,551.8,8.691,1030.0,323.0,3.4481879299133,5.8694122363316446,10.562196741208707,15.20690632574555,11.123398761170115,12.744018204632306,11.253888216967484,13.064838307457153,10.160708636704433,218.8099999999995,392.19999999999845,2.8899999999999615
30,8.991,405.5,952.1,8.991,695.9,550.5,8.991,1040.0,329.3,7.596051605933174,7.80896920214178,11.819052415485775,4.220189569201861,6.5734313718179305,20.209156340629367,8.969392398596517,12.116517651536704,20.06389792637512,377.290000000001,225.62000000000012,121.16000000000021
