x,y
3048.7686,2535.9918
3004.6632,2384.9892
3086.5536,2213.1018
2877.2934,2460.147
2914.941,2583.807
2909.445,2559.2124
3174.7644,2493.123
3371.5212,2441.7354
3245.8002,2482.5432
3335.9346,2412.3318
3589.575,2268.6114
3601.3914,2226.7044
3568.1406,2293.6182
3235.2204,2310.5184
3267.6468,2299.1142
3339.3696,2345.9676
3677.0988,2354.7612
3420.0234,2177.103
3605.5134,2458.9104
3378.666,2288.5344
3585.453,2289.6336
3588.4758,2715.1614
3585.7278,2660.6136
3478.968,2613.2106
3350.3616,2478.4212
3389.5206,2687.2692
3365.613,2552.892
3296.5008,2629.2864
3234.2586,2433.0792
3359.9796,2687.8188
3218.0454,2823.8448
2998.068,2993.5338
2944.8942,2905.8726
3070.203,2875.3698
3169.2684,2896.2546
3269.7078,3093.6984
3265.0362,2779.8768
3269.8452,2794.3038
3340.4688,2689.8798
3684.381,2807.4942
3783.309,3010.1592
3921.2586,2974.8474
3758.577,2939.5356
3620.9022,2890.896
3475.3956,2730.9624
3704.0292,2653.3314
4074.1848,2711.4516
4111.1454,2410.5456
4154.4264,2148.7986
3848.7114,2426.7588
4201.8294,2269.848
4111.1454,2222.3076
4141.236,2318.2128
4305.1542,2308.0452
4317.5202,2500.4052
4333.596,2335.2504
4420.4328,2481.7188
4281.2466,2294.7174
4081.467,2057.565
4216.3938,2221.3458
4277.5368,2572.4028
4172.838,2391.7218
3906.0072,2319.7242
3671.1906,2171.3322
3492.021,2115.6852
3945.5784,2262.7032
3908.343,2573.9142
3646.596,2470.7268
3802.8198,2667.621
3858.0546,2864.5152
3896.664,2700.4596
3791.0034,2476.2228
3456.984,2428.9572
3437.6106,2113.3494
3180.5352,2344.4562
3111.2856,2563.0596
3090.9504,2581.3338
3078.5844,2777.1288
3068.0046,2882.1024
3134.2314,3144.6738
3028.0212,3339.9192
3065.1192,3282.486
2958.6342,3149.895
2916.7272,2938.8486
2688.0936,2931.7038
2762.5644,2692.353
2952.8634,2730.138
3076.2486,2939.673
3137.3916,2765.4498
2904.9108,2651.82
2800.212,2590.1274
2815.4634,2684.2464
2726.5656,2671.6056
2580.9216,2734.26
2586.6924,2411.9196
2284.0002,2684.2464
2704.9938,2872.347
2886.6366,2727.6648
2758.1676,2713.3752
2919.2004,2870.4234
2959.4586,2885.2626
3194.0004,2740.8552
3172.8408,2741.5422
3338.4078,2896.6668
3460.0068,2942.6958
3408.207,2730.5502
3410.268,2951.6268
3733.158,2785.785
3649.7562,2734.6722
3580.644,2860.5306
3464.8158,3026.0976
3281.9364,3077.4852
3015.6552,2728.9014
3167.07,2671.743
3187.4052,2665.2852
3184.7946,2540.6634
3074.0502,2660.3388
3251.1588,2691.9408
3310.653,2557.2888
3257.754,2663.6364
3193.5882,2646.7362
3111.1482,2586.4176
3010.5714,2847.615
3166.1082,2882.7894
3216.3966,2863.9656
3303.096,2770.3962
3388.1466,2806.9446
3247.8612,3172.8408
3028.8456,3169.6806
3345.5526,2742.504
3067.0428,2968.527
3022.6626,2830.1652
3152.7804,2745.1146
3009.06,2357.784
2951.7642,2276.8554
2953.413,2821.0968
2977.8702,2316.8388
2888.0106,2251.0242
2787.5712,2103.7314
2760.0912,2060.1756
2482.9554,1968.1176
2555.7774,2098.5102
2688.231,2216.3994
2770.2588,2219.4222
2889.2472,2073.2286
3040.7994,1831.542
2988.8622,1633.4112
2841.1572,1654.4334
2775.7548,1479.3858
2766.4116,1641.6552
2737.1454,1668.1734
3016.8918,1768.2006
3146.5974,2253.0852
2961.657,2326.7316
2943.2454,2150.7222
2994.9078,2151.9588
2632.4466,1975.812
2769.297,2048.9088
2947.3674,2094.663
2910.132,2233.9866
2999.5794,2453.964
3115.6824,2515.107
2986.9386,2406.0114
2931.5664,2237.0094
2906.2848,2201.4228
2700.4596,2193.591
2601.8064,1937.0652
2454.651,1954.2402
2495.0466,2000.4066
2520.0534,1931.5692
2663.9112,2013.597
2320.1364,2078.862
2376.1956,2275.7562
2441.3232,2416.4538
2449.5672,2243.742
2447.781,2216.1246
2293.893,2276.5806
2467.1544,2319.0372
2608.6764,2473.7496
2632.3092,2757.7554
2525.5494,2620.4928
2404.2252,2600.4324
2573.6394,2530.7706
2776.4418,2393.9202
2864.103,2356.41
2737.8324,2329.0674
2908.3458,2462.3454
3025.9602,2632.4466
3048.4938,2532.5568
3064.2948,2629.9734
3016.4796,2574.3264
3016.2048,2600.4324
3119.8044,2517.4428
2932.803,2484.4668
2856.6834,2373.7224
2699.7726,2265.726
2678.3382,2039.703
2757.7554,1909.4478
2911.6434,2054.817
2893.7814,2185.8966
2968.8018,2337.3114
2824.944,2481.9936
2945.5812,2480.2074
2574.6012,2815.326
2357.3718,2770.1214
2250.7494,2693.4522
2113.4868,2676.1398
1795.131,2617.6074
1738.797,2830.8522
1881.693,2886.774
1901.3412,2790.8688
2009.475,2650.8582
1963.3086,2597.4096
1882.6548,2604.417
2161.4394,2408.8968
2069.6562,2431.4304
2233.8492,2121.0438
2559.3498,2049.7332
2526.5112,2080.0986
2543.6862,1979.934
2623.1034,2051.7942
2726.8404,1890.8988
2695.5132,2060.1756
2715.9858,2051.1072
2586.8298,2200.0488
2597.547,2231.1012
2671.4682,2187.2706
2511.2598,2001.5058
2384.4396,2151.1344
2524.038,2123.3796
2691.2538,1947.9198
2894.8806,1811.619
2716.8102,1791.1464
2753.0838,1820.0004
3051.7914,2066.0838
3247.7238,2145.3636
3113.7588,2371.3866
3025.1358,2494.7718
3258.9906,2515.5192
3439.2594,2286.4734
3539.9736,2362.593
3697.8462,2472.513
3702.3804,2554.1286
3889.2444,2722.4436
3915.7626,2784.5484
3805.293,2516.3436
3683.4192,2456.8494
3716.3952,2485.566
3939.258,2348.7156
4223.2638,2553.0294
4163.7696,2807.2194
4083.6654,2881.1406
3974.1576,2859.1566
4107.0234,2769.984
4084.4898,2595.486
3961.6542,2318.8998
4005.897,2387.8746
4074.597,2343.357
3810.102,2121.7308
3471.411,1845.282
3842.1162,1815.3288
3606.8874,1634.0982
3371.5212,1859.5716
3060.4476,1561.2762
3236.457,1466.058
3396.1158,1628.3274
3608.5362,1918.104
3442.557,1805.8482
3254.4564,1934.592
3096.1716,2080.7856
3271.0818,2066.7708
3310.7904,2034.207
3442.8318,2054.2674
3208.8396,2042.0388
3046.2954,2085.3198
2911.6434,2355.5856
3139.1778,2469.765
3317.1108,2288.2596
3509.0586,2394.882
3457.3962,2127.2268
3094.935,2075.0148
3153.6048,2023.7646
3372.6204,1912.7454
3546.7062,1836.4884
3249.51,1786.6122
3202.6566,1467.0198
3401.8866,1542.1776
3542.172,1520.4684
3288.2568,1192.9068
3452.9994,916.5954
3341.0184,1170.9228
3430.7406,1194.693
3569.2398,1675.1808
3574.3236,1609.641
3478.1436,1618.2972
3775.3398,1726.0188
3668.3052,1669.41
3708.9756,1851.6024
3849.6732,1297.3308
4000.401,926.6256
3962.0664,795.546
4103.5884,720.1134
4064.1546,851.88
4123.5114,906.84
4124.1984,1152.2364
4287.9792,1368.0918
4141.6482,1399.9686
4043.682,1479.3858
3901.3356,1225.0584
3703.2048,1013.0502
3688.0908,1188.2352
3613.8948,1308.048
3436.9236,1355.7258
3519.6384,1431.1584
3618.2916,1252.6758
3307.905,1461.249
3460.6938,1390.3506
3579.6822,1489.8282
3696.8844,1658.2806
3885.9468,1880.7312
3851.322,1732.4766
3677.2362,1833.8778
3822.8802,1669.5474
3868.497,1486.8054
4103.1762,1042.0416
4238.79,1374.8244
4345.962,962.2122
4097.6802,945.5868
4333.4586,1087.7958
4286.6052,1138.359
4052.613,1170.648
4298.559,1278.6444
4222.8516,1431.708
4396.113,1593.84
4250.1942,1429.0974
4315.734,1548.3606
4227.2484,1497.5226
4703.889,1788.3984
4742.2236,1640.556
4589.0226,1913.8446
4661.5698,2050.695
4703.4768,1980.2088
4872.4788,1962.3468
4910.5386,1858.7472
4747.9944,1922.3634
4676.2716,1615.6866
4674.0732,1591.092
4487.7588,1790.322
4726.1478,1703.8974
4668.4398,1470.5922
4534.2,1691.6688
4675.5846,1885.128
4344.588,1802.4132
4533.513,1564.0242
4404.357,1739.6214
4444.4778,1761.468
4299.933,2020.7418
4299.5208,1838.5494
4005.0726,2017.3068
3814.6362,2095.7622
3699.2202,2183.973
3830.4372,1915.6308
4075.4214,1737.1482
4043.1324,1752.8118
4053.8496,1361.2218
4094.6574,1187.6856
3969.8982,1170.3732
3979.104,1299.117
3731.2344,1459.3254
3811.0638,1391.5872
3840.7422,1427.8608
3947.0898,1159.7934
3743.8752,904.092
3816.5598,1276.446
3947.2272,1220.799
3907.656,1156.0836
4036.812,1098.2382
4028.4306,973.6164
3866.0238,1007.6916
3916.9992,1073.3688
4012.4922,1136.7102
4274.3766,1279.881
4487.2092,1117.6116
4574.046,1168.1748
4508.781,1168.8618
4612.518,1008.3786
4478.8278,828.522
4493.2548,1195.2426
4533.1008,944.2128
4335.7944,894.0618
4077.6198,653.6118
3913.5642,797.607
4190.9748,875.1006
4087.1004,1061.5524
3855.7188,1160.6178
3963.1656,1105.6578
3817.1094,1140.42
3906.0072,1466.745
4199.3562,1547.124
4076.3832,1353.2526
4117.0536,1604.6946
4430.0508,1921.6764
4693.4466,1955.6142
4508.781,2296.0914
4235.6298,2641.9272
4321.6422,2558.1132
4305.5664,2558.1132
4370.2818,2649.8964
4319.9934,2397.4926
4288.3914,2479.1082
4614.579,2574.0516
4732.056,2652.0948
4573.2216,2556.4644
4373.442,2583.2574
4631.6166,2514.9696
4280.8344,2182.8738
4139.3124,2198.6748
4175.7234,2314.3656
4279.1856,2590.4022
4637.5248,2602.356
